Calendar Year,ACARA SML ID,Location AGE ID,School AGE ID,School Name,Suburb,State,Postcode,School Sector,School Type,Campus Type,Rolled Reporting Description,School URL,Governing Body,Governing Body URL,Year Range,Geolocation,ICSEA,ICSEA Percentile,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English - Yes (%),Language Background Other Than English - No (%),Language Background Other Than English - Not Stated (%)
2024,42810,50034,10034,Shellharbour Public School,Shellharbour,NSW,2529,Government,Primary,School Single Entity,Individual Reporting,https://shellharb-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1004,49,30,32,25,13,26,22.2,11,4.1,380,159,221,380,10,6,94,0
2024,42811,49979,9979,Stanwell Park Public School,Stanwell Park,NSW,2508,Government,Primary,School Single Entity,Individual Reporting,https://stanwellpk-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1132,92,4,16,27,54,11,10.5,3,1.9,157,80,77,157,3,14,86,0
2024,42812,49955,9955,Warrawong Public School,Warrawong,NSW,2502,Government,Primary,School Single Entity,Individual Reporting,https://warrawong-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,878,7,71,20,7,1,24,21.9,10,6.5,270,116,154,270,19,34,66,0
2024,42813,50411,10411,Sutton Public School,Sutton,NSW,2620,Government,Primary,School Single Entity,Individual Reporting,https://sutton-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,1093,82,9,20,32,39,12,10.4,3,2,157,75,82,157,3,10,90,0
2024,42815,50265,10265,Tallong Public School,Tallong,NSW,2579,Government,Primary,School Single Entity,Individual Reporting,https://tallong-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,984,39,34,35,25,6,4,4,2,1.2,52,23,29,52,8,10,90,0
2024,42816,50188,10188,Tanja Public School,Tanja,NSW,2550,Government,Primary,School Single Entity,Individual Reporting,https://tanja-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Outer Regional,1045,66,9,36,38,18,2,1.5,2,0.9,6,2,4,6,0,33,67,0
2024,42817,50266,10266,Tarago Public School,Tarago,NSW,2580,Government,Primary,School Single Entity,Individual Reporting,https://tarago-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,935,19,51,27,14,9,2,2.8,1,1,42,21,21,42,26,10,90,0
2024,42818,50267,10267,Taralga Public School,Taralga,NSW,2580,Government,Primary,School Single Entity,Individual Reporting,https://taralga-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,941,21,40,40,19,1,3,1.8,2,1,15,6,9,15,27,0,100,0
2024,42819,50189,10189,Tathra Public School,Tathra,NSW,2550,Government,Primary,School Single Entity,Individual Reporting,https://tathra-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Outer Regional,1030,60,22,29,29,20,13,13,9,2.3,183,74,109,183,5,3,97,0
2024,42820,50084,10084,Terara Public School,Terara,NSW,2540,Government,Primary,School Single Entity,Individual Reporting,https://terara-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,1014,53,22,39,28,11,4,5.2,5,1.4,96,53,43,96,6,7,93,0
2024,42821,49989,9989,Thirroul Public School,Thirroul,NSW,2515,Government,Primary,School Single Entity,Individual Reporting,https://thirroul-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1113,87,4,19,31,46,23,20,6,3.4,375,189,186,375,2,10,90,0
2024,42822,50176,10176,Central Tilba Public School,Central Tilba,NSW,2546,Government,Primary,School Single Entity,Individual Reporting,https://centrtilba-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Outer Regional,1009,51,23,40,27,11,3,3.4,1,1.4,50,26,24,50,2,4,96,0
2024,42823,50268,10268,Tirranna Public School,Goulburn,NSW,2580,Government,Primary,School Single Entity,Individual Reporting,https://tirranna-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,903,11,40,51,9,0,1,1.5,4,0.9,6,4,2,6,50,0,100,0
2024,42824,50174,10174,Tomerong Public School,Tomerong,NSW,2540,Government,Primary,School Single Entity,Individual Reporting,https://tomerong-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,981,38,31,34,24,11,11,10.8,7,1.9,121,60,61,121,18,7,93,0
2024,42825,50190,10190,Towamba Public School,Towamba,NSW,2550,Government,Primary,School Single Entity,Individual Reporting,https://towamba-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Outer Regional,873,6,77,16,6,2,3,3.2,3,1.1,24,11,13,24,21,0,100,0
2024,42826,50066,10066,Ulladulla Public School,Ulladulla,NSW,2539,Government,Primary,School Single Entity,Individual Reporting,https://ulladulla-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,977,37,37,34,21,8,52,43.4,14,9.5,696,339,357,696,12,7,93,0
2024,42827,45438,5438,Unanderra Public School,Cordeaux Heights,NSW,2526,Government,Primary,School Single Entity,Individual Reporting,https://unanderra-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,996,45,33,31,23,13,23,22.6,11,5.2,354,188,166,354,10,20,80,0
2024,42828,50278,10278,Wee Jasper Public School,Wee Jasper,NSW,2582,Government,Primary,School Single Entity,Individual Reporting,https://weejasper-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,,,,,,,2,1.5,2,1.1,4,4,0,4,0,0,100,0
2024,42829,50269,10269,Windellama Public School,Goulburn,NSW,2580,Government,Primary,School Single Entity,Individual Reporting,https://windellama-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Outer Regional,900,11,64,30,6,0,2,3.2,1,0.9,16,8,8,16,19,6,94,0
2024,42830,50270,10270,Wingello Public School,Wingello,NSW,2579,Government,Primary,School Single Entity,Individual Reporting,https://wingello-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,1000,47,36,35,14,16,2,2.7,1,1,36,15,21,36,8,15,85,0
2024,42831,49949,9949,Wollongong West Public School,Wollongong,NSW,2500,Government,Primary,School Single Entity,Individual Reporting,https://wollongwst-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,981,38,41,15,21,23,20,21.2,10,6.3,232,115,117,232,13,49,51,0
2024,42832,50191,10191,Wolumla Public School,Wolumla,NSW,2550,Government,Primary,School Single Entity,Individual Reporting,https://wolumla-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Outer Regional,953,26,41,34,18,6,7,7.6,4,1.6,108,51,57,108,17,4,96,0
2024,42833,45441,5441,Woonona Public School,Woonona,NSW,2517,Government,Primary,School Single Entity,Individual Reporting,https://woonona-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1063,73,12,28,32,28,34,30.1,6,4.1,566,298,268,566,6,11,89,0
2024,42834,50192,10192,Wyndham Public School,Wyndham,NSW,2550,Government,Primary,School Single Entity,Individual Reporting,https://wyndham-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Outer Regional,936,20,52,35,12,2,2,2.4,3,1.1,23,8,15,23,9,0,100,0
2024,42835,50280,10280,Yass Public School,Yass,NSW,2582,Government,Primary,School Single Entity,Individual Reporting,https://yass-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,1006,50,31,28,27,14,20,18.3,4,2.8,318,164,154,318,8,11,89,0
2024,42836,50082,10082,Sussex Inlet Public School,Sussex Inlet,NSW,2540,Government,Primary,School Single Entity,Individual Reporting,https://sussexinle-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,950,24,48,34,15,3,16,14.7,3,2.5,260,118,142,260,13,7,93,0
2024,42837,50173,10173,St Georges Basin Public School,Basin View,NSW,2540,Government,Primary,School Single Entity,Individual Reporting,https://stgeorgesb-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,966,31,38,37,18,7,22,25.6,12,6.2,353,154,199,353,19,7,93,0
2024,42838,50259,10259,Goulburn West Public School,Goulburn,NSW,2580,Government,Primary,School Single Entity,Individual Reporting,https://goulburnw-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,981,38,37,33,22,9,15,21.5,6,2.9,397,202,195,397,10,8,92,0
2024,42839,50000,10000,Tarrawanna Public School,Tarrawanna,NSW,2518,Government,Primary,School Single Entity,Individual Reporting,https://tarrawanna-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,977,36,38,25,22,15,22,20.4,8,2,154,65,89,154,14,21,79,0
2024,42840,49938,9938,Gwynneville Public School,Gwynneville,NSW,2500,Government,Primary,School Single Entity,Individual Reporting,https://gwynnevill-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1057,71,17,22,31,30,18,14.4,4,2.5,244,109,135,244,5,56,44,0
2024,42841,50033,10033,Oak Flats Public School,Oak Flats,NSW,2529,Government,Primary,School Single Entity,Individual Reporting,https://oakflats-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,P-6,Major Cities,962,30,46,31,18,5,33,26,14,4.8,443,202,241,443,12,7,93,0
2024,42842,50001,10001,Towradgi Public School,Fairy Meadow,NSW,2519,Government,Primary,School Single Entity,Individual Reporting,https://towradgi-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1028,59,21,26,36,18,15,13.1,10,5.2,136,62,74,136,9,30,70,0
2024,42843,50026,10026,Lake Illawarra South Public School,Lake Illawarra,NSW,2528,Government,Primary,School Single Entity,Individual Reporting,https://lakeillaws-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,961,29,45,30,17,8,13,11.8,3,2,186,81,105,186,13,20,80,0
2024,42844,50073,10073,Greenwell Point Public School,Greenwell Point,NSW,2540,Government,Primary,School Single Entity,Individual Reporting,https://greenwelpt-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,930,18,54,24,15,6,6,6.5,3,1.6,104,53,51,104,22,7,93,0
2024,42845,49998,9998,Corrimal East Public School,Corrimal,NSW,2518,Government,Primary,School Single Entity,Individual Reporting,https://corrimale-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1037,63,24,29,26,21,23,19.2,7,5.5,292,129,163,292,5,14,86,0
2024,42846,56250,16250,Mount St Thomas Public School,Wollongong,NSW,2500,Government,Primary,School Single Entity,Individual Reporting,https://mtstthomas-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1066,74,14,27,30,30,21,19.1,7,2.9,350,167,183,350,6,17,83,0
2024,42847,50427,10427,Cooma North Public School,Cooma North,NSW,2630,Government,Primary,School Single Entity,Individual Reporting,https://coomanth-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,965,31,41,33,19,7,16,18.2,7,3.6,230,116,114,230,11,6,94,0
2024,42848,49948,9948,Wollongong Public School,Wollongong,NSW,2500,Government,Primary,School Single Entity,Individual Reporting,https://wollongong-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1087,81,12,18,31,40,32,33.1,6,4.1,576,274,302,576,4,69,31,0
2024,42849,49993,9993,Waniora Public School,Bulli,NSW,2516,Government,Primary,School Single Entity,Individual Reporting,https://waniora-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1078,78,12,21,31,36,17,18.1,8,5.6,272,117,155,272,6,12,88,0
2024,42850,50014,10014,Figtree Public School,Figtree,NSW,2525,Government,Primary,School Single Entity,Individual Reporting,https://figtree-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1028,59,25,28,27,19,21,18.4,11,5.6,267,125,142,267,5,26,74,0
2024,42851,49994,9994,Russell Vale Public School,Russell Vale,NSW,2517,Government,Primary,School Single Entity,Individual Reporting,https://russellval-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1040,64,23,32,24,21,16,15.4,4,2.5,263,122,141,263,4,5,95,0
2024,42852,50015,10015,Farmborough Road Public School,Unanderra,NSW,2526,Government,Primary,School Single Entity,Individual Reporting,https://farmborord-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,955,26,43,29,17,11,18,18.8,9,6.4,221,109,112,221,21,11,89,0
2024,42853,49997,9997,Bellambi Public School,Bellambi,NSW,2518,Government,Primary,School Single Entity,Individual Reporting,https://bellambi-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,814,3,83,10,4,3,14,14.5,9,4.1,168,81,87,168,45,19,81,0
2024,42854,50031,10031,Warilla Public School,Warilla,NSW,2528,Government,Primary,School Single Entity,Individual Reporting,https://warilla-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,927,17,56,30,12,3,22,16.5,7,2.6,272,138,134,272,19,8,92,0
2024,42855,49952,9952,Lake Heights Public School,Lake Heights,NSW,2502,Government,Primary,School Single Entity,Individual Reporting,https://lakeheight-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,930,17,50,31,14,5,13,10,5,1.6,138,69,69,138,18,25,75,0
2024,42856,49950,9950,Cringila Public School,Cringila,NSW,2502,Government,Primary,School Single Entity,Individual Reporting,https://cringila-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,925,16,66,20,11,2,16,14,7,2.3,161,78,83,161,7,77,23,0
2024,42857,49941,9941,Lindsay Park Public School,Wollongong,NSW,2500,Government,Primary,School Single Entity,Individual Reporting,https://lindsaypk-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1069,75,12,29,30,29,20,18.1,5,2.8,320,165,155,320,4,19,81,0
2024,42858,49960,9960,Kemblawarra Public School,Port Kembla,NSW,2505,Government,Primary,School Single Entity,Individual Reporting,https://kemblawarr-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,P-6,Major Cities,891,9,63,22,13,3,17,16.9,8,9.9,151,66,85,151,33,21,79,0
2024,42859,46143,6143,Mount Ousley Public School,Fairy Meadow,NSW,2519,Government,Primary,School Single Entity,Individual Reporting,https://mtousley-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1060,72,18,25,29,28,12,10.6,6,2,173,82,91,173,1,28,72,0
2024,42860,50171,10171,Nowra Hill Public School,Nowra,NSW,2541,Government,Primary,School Single Entity,Individual Reporting,https://nowrahill-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,991,43,33,37,22,8,9,9.8,3,1.9,133,65,68,133,9,10,90,0
2024,42861,50021,10021,Albion Park Rail Public School,Albion Park,NSW,2527,Government,Primary,School Single Entity,Individual Reporting,https://albionpkr-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,885,8,66,24,8,2,25,27.9,17,8.8,346,164,182,346,29,10,90,0
2024,42862,50410,10410,Queanbeyan West Public School,Queanbeyan,NSW,2620,Government,Primary,School Single Entity,Individual Reporting,https://queanbeyaw-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,980,37,36,30,22,12,36,32.1,8,7.8,407,208,199,407,15,26,74,0
2024,42864,49975,9975,Berkeley West Public School,Berkeley,NSW,2506,Government,Primary,School Single Entity,Individual Reporting,https://berkeleyw-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,881,8,68,22,8,2,16,11.5,6,2,163,84,79,163,26,17,83,0
2024,42865,50169,10169,Illaroo Road Public School,North Nowra,NSW,2541,Government,Primary,School Single Entity,Individual Reporting,https://illaroo-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,995,44,32,30,24,14,39,32.2,9,7.1,475,233,242,475,16,11,89,0
2024,42866,50170,10170,Nowra East Public School,Nowra East,NSW,2541,Government,Primary,School Single Entity,Individual Reporting,https://nowraeast-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,P-6,Inner Regional,805,3,82,12,5,2,40,42.1,32,13.5,435,203,232,435,48,5,95,0
2024,42867,50039,10039,Lakelands Public School,Dapto,NSW,2530,Government,Primary,School Single Entity,Individual Reporting,https://lakelands-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,964,30,47,33,14,5,25,20.9,8,2.8,362,183,179,362,10,11,89,0
2024,42868,50032,10032,Balarang Public School,Oak Flats,NSW,2529,Government,Primary,School Single Entity,Individual Reporting,https://balarang-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,969,33,39,33,19,10,19,14.8,7,2.6,253,112,141,253,17,11,89,0
2024,42869,49996,9996,Woonona East Public School,Woonona,NSW,2517,Government,Primary,School Single Entity,Individual Reporting,https://woononaest-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1018,55,25,21,29,25,14,11.6,5,2,195,102,93,195,16,13,87,0
2024,42870,50030,10030,Warilla North Public School,Warilla,NSW,2528,Government,Primary,School Single Entity,Individual Reporting,https://warillanth-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,879,7,69,24,5,2,14,10.2,9,1.9,139,74,65,139,27,5,95,0
2024,42871,50006,10006,Pleasant Heights Public School,Mount Pleasant,NSW,2519,Government,Primary,School Single Entity,Individual Reporting,https://pleasantht-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1119,89,5,19,28,48,12,15.2,8,2.4,261,120,141,261,2,13,87,0
2024,42872,50406,10406,Queanbeyan East Public School,Queanbeyan,NSW,2620,Government,Primary,School Single Entity,Individual Reporting,https://queanbeyae-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1037,63,20,30,29,21,16,17.6,5,3.5,263,139,124,263,7,36,64,0
2024,42873,50409,10409,Queanbeyan South Public School,Queanbeyan,NSW,2620,Government,Primary,School Single Entity,Individual Reporting,https://queanbeyas-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,939,21,45,26,19,9,33,32.9,16,8.9,422,201,221,422,25,23,77,0
2024,42874,50028,10028,Mount Warrigal Public School,Warilla,NSW,2528,Government,Primary,School Single Entity,Individual Reporting,https://mtwarrigal-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,P-6,Major Cities,887,8,64,26,9,1,22,22.5,13,7.8,190,83,107,190,28,7,93,0
2024,42875,44928,4928,Hayes Park Public School,Kanahooka,NSW,2530,Government,Primary,School Single Entity,Individual Reporting,https://hayespark-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,976,36,41,35,18,6,38,32.7,15,5.1,608,294,314,608,11,9,91,0
2024,42876,50252,10252,Bradfordville Public School,Goulburn,NSW,2580,Government,Primary,School Single Entity,Individual Reporting,https://bradfordvi-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,948,24,51,28,16,5,19,18.6,6,2.8,312,145,167,312,13,7,93,0
2024,42877,50038,10038,Koonawarra Public School,Dapto,NSW,2530,Government,Primary,School Single Entity,Individual Reporting,https://koonawarra-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,P-6,Major Cities,842,4,78,17,4,1,19,20.6,8,7.5,194,89,105,194,36,15,85,0
2024,42878,50041,10041,Mount Brown Public School,Dapto,NSW,2530,Government,Primary,School Single Entity,Individual Reporting,https://mountbrown-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,977,36,37,36,20,6,25,21,9,3.1,361,178,183,361,11,8,92,0
2024,42879,50271,10271,Wollondilly Public School,Goulburn,NSW,2580,Government,Primary,School Single Entity,Individual Reporting,https://wollondill-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,974,35,40,32,21,8,26,24,10,5.5,388,191,197,388,10,13,87,0
2024,42880,50276,10276,Berinba Public School,Yass,NSW,2582,Government,Primary,School Single Entity,Individual Reporting,https://berinba-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,966,32,40,32,19,9,20,19.1,9,6.5,226,92,134,226,13,3,97,0
2024,42881,50010,10010,Figtree Heights Public School,Figtree,NSW,2525,Government,Primary,School Single Entity,Individual Reporting,https://figtreehts-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1068,75,11,27,35,27,15,11.5,4,1.9,183,100,83,183,4,25,75,0
2024,42882,57055,17055,Flinders Public School,Flinders,NSW,2529,Government,Primary,School Single Entity,Individual Reporting,https://flinders-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1002,48,29,36,24,11,35,30.5,10,6,514,240,274,514,9,20,80,0
2024,42883,50081,10081,Sanctuary Point Public School,Sanctuary Point,NSW,2540,Government,Primary,School Single Entity,Individual Reporting,https://sancturypt-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,913,13,53,31,14,3,38,35.3,17,11.8,429,194,235,429,30,5,95,0
2024,42884,50070,10070,Culburra Public School,Culburra Beach,NSW,2540,Government,Primary,School Single Entity,Individual Reporting,https://culburra-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,955,27,44,28,17,11,15,13.3,8,4.4,204,86,118,204,22,4,96,0
2024,42885,50043,10043,Minnamurra Public School,Minnamurra,NSW,2533,Government,Primary,School Single Entity,Individual Reporting,https://minnamurra-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1077,78,10,27,33,30,30,26.1,14,4.4,464,204,260,464,4,5,95,0
2024,42886,46144,6144,Nareena Hills Public School,Figtree,NSW,2525,Government,Primary,School Single Entity,Individual Reporting,https://nareenahil-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1086,80,11,20,32,37,18,12.9,4,2.5,211,104,107,211,3,16,84,0
2024,42887,50023,10023,Barrack Heights Public School,Barrack Heights,NSW,2528,Government,Primary,School Single Entity,Individual Reporting,https://barrackht-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,877,7,68,22,8,2,22,18,8,6.1,189,87,102,189,33,7,93,0
2024,42888,56278,16278,Sunshine Bay Public School,Batehaven,NSW,2536,Government,Primary,School Single Entity,Individual Reporting,https://sunshineba-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,915,14,54,30,11,4,21,19.9,8,3.9,221,100,121,221,24,10,90,0
2024,42889,55116,15116,Vincentia Public School,Vincentia,NSW,2540,Government,Primary,School Single Entity,Individual Reporting,https://vincentia-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,1033,61,22,31,26,21,26,20.9,6,2.9,268,137,131,268,6,10,90,0
2024,42890,54670,14670,Mount Terry Public School,Albion Park,NSW,2527,Government,Primary,School Single Entity,Individual Reporting,https://mtterry-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,987,41,34,38,21,7,47,37.4,19,7.1,647,324,323,647,9,7,93,0
2024,42891,54741,14741,Broulee Public School,Broulee,NSW,2537,Government,Primary,School Single Entity,Individual Reporting,https://broulee-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,1006,50,30,26,23,20,19,19.9,9,2.9,262,127,135,262,13,7,93,0
2024,42892,55394,15394,North Nowra Public School,North Nowra,NSW,2541,Government,Primary,School Single Entity,Individual Reporting,https://northnowra-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,907,12,54,29,14,4,16,16.8,7,5.4,219,117,102,219,32,6,94,0
2024,42893,56626,16626,Callala Public School,Callala Bay,NSW,2540,Government,Primary,School Single Entity,Individual Reporting,https://callala-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,972,34,37,29,22,12,15,11.9,9,2.1,158,76,82,158,20,6,94,0
2024,42894,57211,17211,Jerrabomberra Public School,Jerrabomberra,NSW,2619,Government,Primary,School Single Entity,Individual Reporting,https://jerra-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1106,86,5,18,33,44,50,49.8,11,6.9,858,431,427,858,5,21,79,0
2024,42895,64011,24011,Shell Cove Public School,Shell Cove,NSW,2529,Government,Primary,School Single Entity,Individual Reporting,https://shellcove-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1051,69,15,30,30,25,34,24.1,10,3.6,444,203,241,444,7,21,79,0
2024,42896,67585,27585,Tullimbar Public School,Tullimbar,NSW,2527,Government,Primary,School Single Entity,Individual Reporting,https://tullimbar-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1011,52,27,38,23,12,36,30.1,12,7.1,480,220,260,480,6,10,90,0
2024,42897,57882,17882,Highlands School,Mittagong,NSW,2575,Government,Special,School Single Entity,Individual Reporting,https://highlands-s.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,U,Inner Regional,816,3,87,9,4,0,8,8.9,9,9,31,13,18,31,35,0,100,0
2024,42898,56285,16285,The Crescent School,Goulburn,NSW,2580,Government,Special,School Single Entity,Individual Reporting,https://crescent-s.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,U,Inner Regional,919,15,57,23,15,5,19,20.3,15,16,83,19,64,83,18,6,94,0
2024,42899,56258,16258,Para Meadows School,North Wollongong,NSW,2500,Government,Special,School Single Entity,Individual Reporting,https://parameadow-s.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,U,Major Cities,958,28,45,23,20,12,24,24.9,26,21,117,30,87,117,15,22,78,0
2024,42900,56261,16261,Peterborough School,Warilla,NSW,2528,Government,Special,School Single Entity,Individual Reporting,https://peterboro-s.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,U,Major Cities,955,27,49,32,13,6,23,22.5,22,19.8,110,30,80,110,11,21,79,0
2024,42901,56284,16284,Tangara School,Mittagong,NSW,2575,Government,Special,School Single Entity,Individual Reporting,https://tangara-s.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,U,Inner Regional,972,34,39,28,21,13,10,9.1,10,9.4,41,7,34,41,20,13,88,0
