Calendar Year,ACARA SML ID,Location AGE ID,School AGE ID,School Name,Suburb,State,Postcode,School Sector,School Type,Campus Type,Rolled Reporting Description,School URL,Governing Body,Governing Body URL,Year Range,Geolocation,ICSEA,ICSEA Percentile,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English - Yes (%),Language Background Other Than English - No (%),Language Background Other Than English - Not Stated (%)
2024,49550,47503,7503,Carlton School,Port Augusta,SA,5700,Government,Combined,School Single Entity,Individual Reporting,http://www.carltonschool.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-9,Outer Regional,718,1,82,12,5,1,14,11.3,19,14.1,82,45,37,82,100,91,9,0
2024,49551,47031,7031,Dernancourt School,Dernancourt,SA,5075,Government,Primary,School Single Entity,Individual Reporting,http://www.dernancts.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,1055,70,18,24,32,27,25,22.4,22,13.9,325,138,187,325,4,41,59,0
2024,49552,47105,7105,Brahma Lodge Primary School,Brahma Lodge,SA,5109,Government,Primary,School Single Entity,Individual Reporting,http://www.brahmar7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,912,13,62,21,11,6,19,16.8,15,12.3,197,92,105,197,15,58,42,0
2024,49553,46982,6982,Seaview Downs Primary School,Seaview Downs,SA,5049,Government,Primary,School Single Entity,Individual Reporting,http://www.seaviewdps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,1049,68,18,32,30,20,25,21.2,11,6.9,327,171,156,327,1,4,96,0
2024,49554,57445,17445,Mawson Lakes School,Mawson Lakes,SA,5095,Government,Primary,School Single Entity,Individual Reporting,http://www.mawsonlakes.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,1062,73,16,25,33,26,47,42.1,28,17.8,719,358,361,719,1,64,36,0
2024,49555,47502,7502,Augusta Park Primary School,Port Augusta,SA,5700,Government,Primary,School Single Entity,Individual Reporting,http://www.apps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Outer Regional,810,3,72,21,6,1,17,16.8,17,11.3,189,86,103,189,59,64,36,0
2024,49556,45833,5833,Marion Primary School,Marion,SA,5043,Government,Primary,School Single Entity,Individual Reporting,https://www.marionps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,1038,63,24,21,28,27,14,11,9,6.4,150,70,80,150,11,32,68,0
2024,49557,47048,7048,Wandana Primary School,Gilles Plains,SA,5086,Government,Primary,School Single Entity,Individual Reporting,http://www.wandanac7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,953,25,43,21,24,12,20,18.1,15,11.5,168,71,97,168,18,56,44,0
2024,49558,46937,6937,Kidman Park Primary School,Kidman Park,SA,5025,Government,Primary,School Single Entity,Individual Reporting,http://www.kidmanpkps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,1053,70,15,28,34,23,33,28.2,25,18.2,482,241,241,478.8,3,34,66,0
2024,49559,88726,16481,Adelaide East Education Centre,Campbelltown,SA,5074,Government,Special,School Single Entity,Individual Reporting,http://www.adelaideeastec.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,U,Major Cities,1042,65,23,28,24,26,12,11.4,23,13.6,53,13,40,52,4,17,83,0
2024,49560,46115,6115,Yalata Anangu School,Yalata,SA,5690,Government,Combined,School Single Entity,Individual Reporting,http://www.yalataab.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Very Remote,,,,,,,12,12,12,5.9,64,28,36,63.8,98,75,25,0
2024,49561,47515,7515,Amata Anangu School,Amata,SA,5710,Government,Combined,School Single Entity,Individual Reporting,http://www.amata.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Very Remote,,,,,,,12,11.8,10,5,107,59,48,107,100,65,35,0
2024,49562,46113,6113,Koonibba Aboriginal School,Koonibba,SA,5690,Government,Primary,School Single Entity,Individual Reporting,http://www.koonibbaab.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Very Remote,,,,,,,4,4,4,2.5,19,12,7,19,100,68,32,0
2024,49563,46935,6935,West Beach Primary School,West Beach,SA,5024,Government,Primary,School Single Entity,Individual Reporting,http://www.wbeachps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,1083,80,8,23,36,33,24,19.1,16,8.2,317,166,151,317,3,19,81,0
2024,49564,47160,7160,Gawler East Primary School,Gawler East,SA,5118,Government,Primary,School Single Entity,Individual Reporting,http://www.gaweastps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,982,39,42,34,16,8,27,26.2,13,9.4,433,205,228,433,5,5,95,0
2024,49565,57464,17464,Oak Valley Aboriginal School,Oak Valley,SA,5690,Government,Combined,School Single Entity,Individual Reporting,http://www.oakvalleyab.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Very Remote,,,,,,,4,4,2,1.8,12,8,4,12,100,86,14,0
2024,49566,47109,7109,Salisbury East High School,Salisbury East,SA,5109,Government,Secondary,School Single Entity,Individual Reporting,http://www.sehs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 7-12",Major Cities,947,23,55,30,12,4,81,77.4,45,31.6,1024,516,508,1023.6,6,29,71,0
2024,49567,46068,6068,Christies Beach High School,Christie Downs,SA,5164,Government,Secondary,School Single Entity,Individual Reporting,http://www.cbhs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 7-12",Major Cities,903,11,64,24,9,3,64,59.3,56,48.7,841,397,444,840.8,20,8,92,0
2024,49568,56490,16490,SA School and Services for Vision Impaired,Park Holme,SA,5043,Government,Special,School Single Entity,Individual Reporting,http://www.sasvi.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,U,Major Cities,976,36,37,28,22,13,27,24.7,21,15.7,21,10,11,16.4,19,23,77,0
2024,49569,47061,7061,Banksia Park School R-6,Banksia Park,SA,5091,Government,Primary,School Single Entity,Individual Reporting,http://www.banksiar7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,1035,62,20,32,32,16,19,16.1,14,8.2,239,121,118,239,1,8,92,0
2024,49574,70040,30040,Charles Campbell College,Paradise,SA,5075,Government,Combined,School Single Entity,Individual Reporting,http://www.ccc.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-12",Major Cities,1016,54,30,31,25,15,98,91.7,45,35.6,1244,541,703,1241,4,25,75,0
2024,49575,46109,6109,Ernabella Anangu School,Ghan,SA,0872,Government,Combined,School Single Entity,Individual Reporting,http://www.ernabella.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Very Remote,,,,,,,12,11.5,12,8.9,151,72,79,151,97,92,8,0
2024,49576,47149,7149,Taparra Primary School,Elizabeth Downs,SA,5113,Government,Primary,School Single Entity,Individual Reporting,http://sthdownsps.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,914,14,67,21,10,2,15,14,26,16.6,113,36,77,113,15,21,79,0
2024,49577,47027,7027,East Marden Primary School,Campbelltown,SA,5074,Government,Primary,School Single Entity,Individual Reporting,http://www.eastmardps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,1123,90,4,11,37,49,36,30.5,16,12.3,564,276,288,564,1,75,25,0
2024,49578,47196,7196,Reynella South Primary School,Reynella,SA,5161,Government,Primary,School Single Entity,Individual Reporting,https://rss.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,960,29,51,31,15,3,13,11.4,10,6.8,165,72,93,164.6,7,6,94,0
2024,49579,47079,7079,Para Hills West Primary School,Para Hills West,SA,5096,Government,Primary,School Single Entity,Individual Reporting,http://www.parahilwps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,975,35,45,22,19,15,22,19.6,19,13.4,270,126,144,270,6,64,36,0
2024,49580,47058,7058,Modbury South Primary School,Hope Valley,SA,5090,Government,Primary,School Single Entity,Individual Reporting,http://www.modsthps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,1007,50,32,30,24,14,17,15.3,19,12.9,201,90,111,201,5,58,42,0
2024,49581,47071,7071,Para Vista Primary School,Para Vista,SA,5093,Government,Primary,School Single Entity,Individual Reporting,http://www.paravistacpc7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,953,25,50,23,19,8,18,15.2,23,13.6,203,101,102,203,11,38,62,0
2024,49582,47083,7083,Ridgehaven Primary School,Ridgehaven,SA,5097,Government,Primary,School Single Entity,Individual Reporting,http://www.ridgehaven.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,999,46,33,33,22,11,17,15.5,15,8.7,228,108,120,228,8,8,92,0
2024,49583,54708,14708,Hallett Cove East Primary School,Hallett Cove,SA,5158,Government,Primary,School Single Entity,Individual Reporting,http://www.halcoveeps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,1056,71,13,34,32,20,23,19.7,12,8,341,164,177,341,1,19,81,0
2024,49584,47184,7184,Hallett Cove South Primary School,Hallett Cove,SA,5158,Government,Primary,School Single Entity,Individual Reporting,http://www.hcsps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,986,40,30,30,23,17,12,9.3,19,9.7,88,49,39,87.8,19,9,91,0
2024,49585,56488,16488,Woodend Primary School,Sheidow Park,SA,5158,Government,Primary,School Single Entity,Individual Reporting,http://www.woodendps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,1049,68,18,31,31,20,41,35.7,21,13.3,639,316,323,639,2,6,94,0
2024,49587,47205,7205,Pimpala Primary School,Morphett Vale,SA,5162,Government,Primary,School Single Entity,Individual Reporting,http://www.pimpalaps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,983,39,39,37,19,6,18,16.6,15,11.1,252,113,139,252,6,9,91,0
2024,49588,47220,7220,O'Sullivan Beach Primary School,O'Sullivan Beach,SA,5166,Government,Primary,School Single Entity,Individual Reporting,http://www.osbs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,935,19,64,25,9,3,8,6.2,9,5.6,74,38,36,74,8,9,91,0
2024,49590,47209,7209,Hackham East Primary School,Hackham,SA,5163,Government,Primary,School Single Entity,Individual Reporting,http://www.hackhame.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,954,26,53,30,12,4,21,17.1,20,14.2,219,98,121,219,10,4,96,0
2024,49591,47210,7210,Huntfield Heights School P-6,Huntfield Heights,SA,5163,Government,Primary,School Single Entity,Individual Reporting,http://www.hhps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,869,6,80,14,5,1,7,6.1,14,9.5,81,33,48,81,19,6,94,0
2024,49592,55078,15078,Noarlunga Downs Primary School,Noarlunga Downs,SA,5168,Government,Primary,School Single Entity,Individual Reporting,http://www.ndownsps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,946,23,47,29,17,7,12,10.6,13,9.2,98,53,45,98,22,20,80,0
2024,49593,54908,14908,Moana Primary School,Seaford,SA,5169,Government,Primary,School Single Entity,Individual Reporting,http://www.moanaps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,1021,56,27,34,27,12,28,21.8,15,10.5,373,196,177,373,1,6,94,0
2024,49594,47081,7081,Redwood Park Primary School,Redwood Park,SA,5097,Government,Primary,School Single Entity,Individual Reporting,http://www.redwoodpkr7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,1040,64,20,34,28,18,23,21,13,8.1,361,165,196,361,3,10,90,0
2024,49595,47084,7084,St Agnes School P - 6,St Agnes,SA,5097,Government,Primary,School Single Entity,Individual Reporting,http://www.sas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,1028,60,18,35,31,16,18,16.6,6,4.5,270,133,137,270,8,10,90,0
2024,49596,47216,7216,Lonsdale Heights Primary School,Christie Downs,SA,5164,Government,Primary,School Single Entity,Individual Reporting,http://www.lonsdalec7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,955,26,50,27,16,7,9,7.4,12,6,74,37,37,74,14,5,95,0
2024,49597,46083,6083,Paralowie School,Paralowie,SA,5108,Government,Combined,School Single Entity,Individual Reporting,http://www.paralowie.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Major Cities,910,12,67,24,7,2,113,102.5,83,58.4,1525,704,821,1525,10,37,63,0
2024,49598,47164,7164,Surrey Downs Primary School,Surrey Downs,SA,5126,Government,Primary,School Single Entity,Individual Reporting,https://surreydowns.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,989,41,38,35,17,9,17,16,13,7.7,177,83,94,177,7,14,86,0
2024,49599,47163,7163,Fairview Park Primary School,Fairview Park,SA,5126,Government,Primary,School Single Entity,Individual Reporting,http://www.fairviewc7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,1020,56,30,32,26,12,19,16,12,6.2,274,152,122,274,2,4,96,0
2024,49600,47059,7059,Banksia Park International High School,Banksia Park,SA,5091,Government,Secondary,School Single Entity,Individual Reporting,http://www.bpihs.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,7-12,Major Cities,1008,51,30,37,23,10,76,69.3,38,27.5,1026,443,583,1022.1,4,6,94,0
2024,49601,56476,16476,Miltaburra Area School,Wirrulla,SA,5661,Government,Combined,School Single Entity,Individual Reporting,http://www.miltaburraas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Very Remote,965,31,29,42,24,5,11,8.7,13,6.4,55,19,36,54.6,11,0,100,0
2024,49602,47495,7495,Karcultaby Area School,Karcultaby,SA,5654,Government,Combined,School Single Entity,Individual Reporting,http://www.karcultas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Very Remote,991,42,21,43,25,12,13,9.9,9,6.1,75,40,35,74.2,3,0,100,0
2024,49604,47480,7480,Long Street Primary School,Whyalla Norrie,SA,5608,Government,Primary,School Single Entity,Individual Reporting,http://www.longstps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Outer Regional,906,12,67,24,6,3,14,12.4,17,12.8,154,76,78,154,16,13,87,0
2024,49605,47074,7074,East Para Primary School,Para Hills,SA,5096,Government,Primary,School Single Entity,Individual Reporting,http://www.epps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,996,45,37,34,18,10,19,15.2,13,9.3,214,99,115,214,4,22,78,0
2024,49606,47093,7093,Karrendi Primary School,Parafield Gardens,SA,5107,Government,Primary,School Single Entity,Individual Reporting,http://www.karrendips.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,956,27,50,30,15,6,22,18.8,24,14,241,118,123,241,10,46,54,0
2024,49607,46983,6983,Bellevue Heights Primary School,Bellevue Heights,SA,5050,Government,Primary,School Single Entity,Individual Reporting,http://www.bellevueps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,1088,81,11,20,32,37,14,11,11,5.6,186,87,99,186,2,31,69,0
2024,49608,47094,7094,Parafield Gardens High School,Parafield Gardens,SA,5107,Government,Secondary,School Single Entity,Individual Reporting,http://www.pghs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 7-12",Major Cities,929,17,60,23,12,5,93,86.9,53,41.7,1250,569,681,1249.3,7,52,48,0
2024,49609,47111,7111,Salisbury Park Primary School,Salisbury Park,SA,5109,Government,Primary,School Single Entity,Individual Reporting,http://www.salsparkps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,966,31,48,28,15,10,22,18.7,22,15.3,226,86,140,226,10,27,73,0
2024,49610,47199,7199,Flaxmill School P-6,Morphett Vale,SA,5162,Government,Primary,School Single Entity,Individual Reporting,http://www.flaxmillps.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,955,27,52,30,13,4,31,24.4,18,13.1,349,166,183,349,10,11,89,0
2024,49611,47034,7034,Thorndon Park Primary School,Athelstone,SA,5076,Government,Primary,School Single Entity,Individual Reporting,http://www.thornpkps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,1056,71,16,27,32,25,19,16.6,16,9.2,263,121,142,263,2,29,71,0
2024,49612,56478,16478,Lincoln Gardens Primary School,Port Lincoln,SA,5606,Government,Primary,School Single Entity,Individual Reporting,http://www.gardens.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Remote,673,1,89,7,3,1,8,6.8,10,7.1,43,23,20,43,88,74,26,0
2024,49614,47088,7088,Ingle Farm Primary School,Ingle Farm,SA,5098,Government,Primary,School Single Entity,Individual Reporting,http://www.ifps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,975,36,43,25,22,10,48,40.9,37,23,495,227,268,495,4,73,27,0
2024,49615,62783,22783,Braeview School,Happy Valley,SA,5159,Government,Primary,School Single Entity,Individual Reporting,http://www.braeview.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,1023,57,27,35,24,15,27,22.4,31,20.2,364,156,208,363.8,3,5,95,0
2024,49616,46918,6918,Fulham North Primary School,Henley Beach,SA,5022,Government,Primary,School Single Entity,Individual Reporting,http://www.fulnorthps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,1096,83,9,20,34,37,24,21.2,11,7.2,397,201,196,397,1,19,81,0
2024,49617,46101,6101,Mannum Community College,Mannum,SA,5238,Government,Combined,School Single Entity,Individual Reporting,http://www.mcc.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Inner Regional,937,20,56,30,12,2,32,29.1,26,18,412,209,203,410,12,1,99,0
2024,49618,46106,6106,Indulkana Anangu School,Indulkana,SA,0872,Government,Combined,School Single Entity,Individual Reporting,http://www.indulkana.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Very Remote,,,,,,,14,14,17,10,85,39,46,84.8,95,90,10,0
2024,49619,47110,7110,Salisbury Heights Primary School,Salisbury Heights,SA,5109,Government,Primary,School Single Entity,Individual Reporting,http://www.shps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,968,32,45,36,14,5,26,22.9,21,13.7,354,166,188,354,6,14,86,0
2024,49620,47092,7092,North Ingle School,Ingle Farm,SA,5098,Government,Primary,School Single Entity,Individual Reporting,http://www.northingle.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,1021,56,30,29,23,19,14,11.9,12,7.9,177,88,89,176.4,6,36,64,0
2024,49621,47070,7070,Valley View Secondary School,Para Vista,SA,5093,Government,Secondary,School Single Entity,Individual Reporting,http://www.valleyview.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 7-12",Major Cities,952,25,49,31,14,6,45,42.7,33,26.1,577,242,335,576.8,10,27,73,0
2024,49623,47201,7201,Morphett Vale East School,Morphett Vale,SA,5162,Government,Primary,School Single Entity,Individual Reporting,http://www.mveps.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,920,15,65,26,8,1,16,13.9,17,12.3,180,87,93,180,12,11,89,0
2024,49624,45385,5385,Salisbury Downs Primary School,Salisbury Downs,SA,5108,Government,Primary,School Single Entity,Individual Reporting,http://www.sdps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,933,19,58,24,15,3,23,21.2,18,14.7,242,110,132,242,12,44,56,0
2024,49625,46093,6093,Stuart High School,Whyalla Stuart,SA,5608,Government,,School Single Entity,Individual Reporting,http://www.stuarths.sa.edu.au,,,"U, 8-10",Outer Regional,,,,,,,,,,,,,,,,,,
2024,49626,46108,6108,Fregon Anangu School,Fregon,SA,0872,Government,Combined,School Single Entity,Individual Reporting,http://www.fregon.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Very Remote,,,,,,,6,5.8,13,8.5,58,31,27,58,97,85,15,0
2024,49627,47112,7112,Gulfview Heights Primary School,Gulfview Heights,SA,5096,Government,Primary,School Single Entity,Individual Reporting,http://www.ghps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,996,45,35,33,24,9,25,21.2,18,12.5,399,196,203,399,4,26,74,0
2024,49628,57079,17079,Westport Primary School,Semaphore Park,SA,5019,Government,Primary,School Single Entity,Individual Reporting,http://www.westportps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,1021,56,26,26,27,21,33,28.1,18,12.4,402,212,190,402,11,20,80,0
2024,49629,54710,14710,South Port Primary School,Port Noarlunga South,SA,5167,Government,Primary,School Single Entity,Individual Reporting,http://www.seafordps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,958,28,47,35,15,3,26,22.8,19,12,296,145,151,296,9,6,94,0
2024,49630,47317,7317,Glencoe Central Primary School,Glencoe,SA,5291,Government,Primary,School Single Entity,Individual Reporting,http://www.glencoeps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,1007,50,36,36,13,16,5,4.6,6,3.4,42,17,25,42,0,3,98,0
2024,49631,47189,7189,Craigburn Primary School,Flagstaff Hill,SA,5159,Government,Primary,School Single Entity,Individual Reporting,http://www.craigburn.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,1075,77,9,30,34,27,29,24.5,14,8.5,424,216,208,424,1,10,90,0
2024,49633,46916,6916,West Lakes Shore School,West Lakes Shore,SA,5020,Government,Primary,School Single Entity,Individual Reporting,http://www.westlakes.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,1056,70,14,32,30,23,33,28.8,18,12.9,551,273,278,549,3,16,84,0
2024,49635,46939,6939,Torrensville Primary School,Torrensville,SA,5031,Government,Primary,School Single Entity,Individual Reporting,http://www.torrensvps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,1099,84,10,18,29,43,23,21,12,9.3,360,162,198,360,3,33,67,0
2024,49636,46058,6058,Warriappendi Secondary School,Marleston,SA,5033,Government,Special,School Single Entity,Individual Reporting,http://www.warriappendi.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,7-12,Major Cities,749,2,73,16,7,4,16,13.4,15,9.7,85,46,39,83.8,100,98,2,0
2024,49637,56482,16482,Kilparrin Teaching and Assessment School and Services,Park Holme,SA,5043,Government,Special,School Single Entity,Individual Reporting,http://www.kilparrin.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,U,Major Cities,1031,60,28,21,31,21,18,16.5,21,13.5,31,13,18,30,3,34,66,0
2024,49638,46914,6914,North Haven School,North Haven,SA,5018,Government,Primary,School Single Entity,Individual Reporting,http://www.nhavenr7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,985,40,40,32,18,10,21,16.5,15,8.9,262,137,125,262,8,4,96,0
2024,49639,47136,7136,Fraser Park Primary School,Murray Bridge,SA,5253,Government,Primary,School Single Entity,Individual Reporting,http://www.fraserpkps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Inner Regional,800,3,85,12,2,1,7,5.9,13,7.8,72,31,41,72,36,36,64,0
2024,49640,47504,7504,Flinders View Primary School,Port Augusta West,SA,5700,Government,Primary,School Single Entity,Individual Reporting,http://www.flindersview.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Outer Regional,780,2,77,16,5,1,16,13.9,20,14,146,77,69,146,76,75,25,0
2024,49641,56499,16499,Port Augusta Special School,Port Augusta,SA,5700,Government,Special,School Single Entity,Individual Reporting,http://www.ptaugsps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,U,Outer Regional,875,7,63,21,8,8,9,8.6,10,7.7,31,8,23,31,52,3,97,0
2024,49642,47057,7057,Modbury Special School,Hope Valley,SA,5090,Government,Special,School Single Entity,Individual Reporting,http://www.modburyss.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,U,Major Cities,1008,51,37,24,22,17,41,36.2,56,34.7,184,46,138,184,6,37,63,0
2024,49643,69047,29047,Adelaide West Special Education Centre,Taperoo,SA,5017,Government,Special,School Single Entity,Individual Reporting,http://www.regencysp.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,U,Major Cities,975,36,45,25,21,10,21,16.2,53,35.1,78,21,57,69,12,24,76,0
2024,49644,86342,16468,Errington Special Education Centre,Plympton,SA,5038,Government,Special,School Single Entity,Individual Reporting,http://www.ashfordsp.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,U,Major Cities,1042,65,21,27,28,24,23,20.6,58,36.8,106,24,82,104.8,7,43,57,0
2024,49645,46054,6054,Bowden Brompton Community School,Brompton,SA,5007,Government,Special,School Head Campus,Rolled Reporting,http://www.bbcs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,6-12,Major Cities,869,6,69,17,11,4,37,34.2,28,22.4,148,25,123,148,28,2,98,0
2024,49646,56495,16495,Riverdale Primary School,Salisbury Downs,SA,5108,Government,Primary,School Single Entity,Individual Reporting,https://riverdaleps.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,938,20,57,27,12,4,24,23,27,19.8,262,120,142,262,7,31,69,0
2024,49647,47068,7068,The Heights School,Modbury Heights,SA,5092,Government,Combined,School Single Entity,Individual Reporting,http://www.theheights.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-12",Major Cities,1057,71,16,26,34,24,116,109.6,51,40.1,1805,860,945,1803.7,2,51,49,0
2024,49648,47385,7385,Burra Community School,Burra,SA,5417,Government,Combined,School Single Entity,Individual Reporting,http://www.burracs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Outer Regional,974,35,42,32,20,5,19,15.8,17,10.1,204,95,109,202,4,2,98,0
2024,49649,56507,16507,Craigmore South Primary School,Craigmore,SA,5114,Government,Primary,School Single Entity,Individual Reporting,http://www.css.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,922,15,63,27,9,1,18,16.8,17,13.3,238,113,125,237.6,12,8,93,0
2024,49651,47510,7510,Stirling North Primary School,Stirling North,SA,5710,Government,Primary,School Single Entity,Individual Reporting,http://www.stirlingnorth.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Outer Regional,955,27,39,36,19,6,24,21.2,20,13,305,143,162,305,20,13,87,0
